AGE76,BLACK,DADED,ED76,EXP76,IQSCORE,WAGE76,LWAGE76,MOMED,NEARC,SMSA76,SOUTH76
25,0,8.0000000000000000,12,7,106,745,6.6133839999999999,12.00,1,1,0
25,0,17.0000000000000000,16,3,118,815,6.7031879999999999,12.00,1,1,1
31,0,13.0000000000000000,16,9,126,865,6.7627300000000004,10.00,1,1,0
28,0,7.0000000000000000,12,10,95,542,6.2952659999999998,8.00,1,1,0
27,0,18.0000000000000000,13,8,107,365,5.8998980000000003,12.00,1,1,0
24,0,18.0000000000000000,10,8,100,417,6.0330859999999999,12.00,1,1,0
27,0,9.9399999999999995,16,5,102,657,6.4876839999999998,12.00,1,1,0
26,0,9.9399999999999995,15,5,113,529,6.2709880000000000,12.00,1,1,0
29,0,8.0000000000000000,17,6,96,851,6.7464120000000003,12.00,1,1,0
25,0,12.0000000000000000,12,7,106,663,6.4967750000000004,9.00,1,1,0
28,0,9.0000000000000000,18,4,111,889,6.7900970000000003,12.00,1,1,0
28,0,9.9399999999999995,17,5,113,865,6.7627300000000004,12.00,1,1,1
26,0,18.0000000000000000,18,2,138,231,5.4424180000000000,12.00,1,1,1
32,0,10.0000000000000000,12,14,110,802,6.6871090000000004,9.00,1,0,1
27,0,12.0000000000000000,13,8,105,533,6.2785219999999997,12.00,1,1,0
25,1,12.0000000000000000,15,4,85,775,6.6528630000000000,14.00,1,1,0
33,0,16.0000000000000000,16,11,113,865,6.7627300000000004,10.25,1,1,0
28,0,10.0000000000000000,16,6,117,1014,6.9216579999999999,12.00,1,0,0
32,0,16.0000000000000000,18,8,126,641,6.4630289999999997,16.00,1,1,0
24,0,10.0000000000000000,16,2,125,333,5.8081430000000003,10.00,1,1,0
26,0,8.0000000000000000,18,2,125,528,6.2690960000000002,12.00,1,1,0
34,1,9.9399999999999995,16,12,89,1154,7.0509899999999996,12.00,1,1,0
25,0,12.0000000000000000,18,1,125,817,6.7056389999999997,11.00,1,1,1
29,0,18.0000000000000000,18,5,129,692,6.5395859999999999,12.00,1,1,0
33,0,12.0000000000000000,16,11,118,989,6.8966940000000001,8.00,1,0,0
31,0,9.9399999999999995,16,9,114,447,6.1025590000000003,12.00,1,1,1
34,0,16.0000000000000000,18,10,121,1002,6.9097530000000003,12.00,1,1,0
34,0,12.0000000000000000,18,10,115,1241,7.1236730000000001,12.00,1,1,0
32,0,9.9399999999999995,14,12,120,921,6.8254599999999996,12.00,1,0,0
28,0,7.0000000000000000,12,10,85,571,6.3473889999999997,8.00,1,1,0
31,0,6.0000000000000000,12,13,109,525,6.2633979999999996,11.00,1,1,0
28,0,8.0000000000000000,12,10,117,1154,7.0509899999999996,12.00,1,1,0
24,0,10.0000000000000000,14,4,104,635,6.4536249999999997,12.00,1,1,0
26,0,11.0000000000000000,13,7,109,388,5.9610050000000001,12.00,1,1,0
26,0,8.0000000000000000,12,8,105,688,6.5337889999999996,10.00,1,1,0
34,0,9.9399999999999995,12,16,85,630,6.4457199999999997,10.25,1,1,0
34,0,12.0000000000000000,15,13,115,1044,6.9508150000000004,8.00,1,1,0
25,0,9.9399999999999995,12,7,89,500,6.2146080000000001,12.00,1,1,0
34,0,9.9399999999999995,12,16,85,781,6.6605749999999997,12.00,1,0,0
26,0,12.0000000000000000,13,7,102,577,6.3578419999999998,11.00,1,1,0
25,0,12.0000000000000000,13,6,109,525,6.2633979999999996,11.00,1,1,0
28,0,12.0000000000000000,17,5,107,385,5.9532429999999996,12.00,1,1,0
28,0,11.0000000000000000,16,6,103,625,6.4377519999999997,11.00,1,1,0
26,0,10.0000000000000000,13,7,83,475,6.1633149999999999,12.00,1,1,0
25,0,12.0000000000000000,14,5,112,659,6.4907240000000002,12.00,1,1,0
25,0,10.0000000000000000,14,5,106,524,6.2614919999999996,11.00,1,1,0
26,0,10.0000000000000000,12,8,101,625,6.4377519999999997,10.00,0,1,0
31,0,9.0000000000000000,16,9,105,1010,6.9177059999999999,12.00,0,1,0
26,0,9.0000000000000000,12,8,116,601,6.3985950000000003,12.00,0,1,0
28,0,7.0000000000000000,12,10,90,426,6.0544399999999996,7.00,0,1,0
30,0,5.0000000000000000,12,12,91,1060,6.9660240000000000,11.00,0,1,0
26,0,5.0000000000000000,12,8,128,414,6.0258659999999997,11.00,0,1,0
30,0,9.9399999999999995,12,12,110,492,6.1984789999999998,7.00,0,1,0
27,0,9.9399999999999995,12,9,93,325,5.7838250000000002,7.00,0,1,0
28,0,12.0000000000000000,12,10,75,275,5.6167710000000000,7.00,0,1,0
25,0,8.0000000000000000,12,7,94,291,5.6733229999999999,12.00,0,1,0
26,0,12.0000000000000000,14,6,112,488,6.1903150000000000,12.00,0,1,1
24,0,12.0000000000000000,14,4,121,337,5.8200830000000003,12.00,0,1,0
27,0,12.0000000000000000,12,9,100,725,6.5861720000000004,12.00,0,1,0
25,0,12.0000000000000000,13,6,109,440,6.0867750000000003,12.00,0,0,0
27,0,8.0000000000000000,16,5,122,641,6.4630289999999997,8.00,0,0,0
28,0,8.0000000000000000,12,10,102,375,5.9269259999999999,11.00,0,1,0
25,0,9.9399999999999995,12,7,131,481,6.1758670000000002,10.25,0,1,0
29,0,10.0000000000000000,14,9,122,925,6.8297939999999997,8.00,0,1,0
33,0,10.0000000000000000,12,15,105,1065,6.9707299999999996,10.00,0,1,0
28,0,9.9399999999999995,12,10,103,638,6.4583380000000004,10.00,0,1,0
32,0,9.0000000000000000,12,14,113,739,6.6052980000000003,9.00,0,1,0
26,0,12.0000000000000000,12,8,104,493,6.2005090000000003,8.00,0,1,0
30,0,11.0000000000000000,16,8,124,629,6.4441309999999996,9.00,0,1,0
28,0,8.0000000000000000,13,9,110,409,6.0137150000000004,12.00,0,0,0
33,0,9.9399999999999995,18,9,112,600,6.3969300000000002,10.25,0,1,0
28,0,11.0000000000000000,12,10,104,745,6.6133839999999999,12.00,0,0,0
31,0,9.9399999999999995,17,8,96,625,6.4377519999999997,10.25,0,1,0
29,0,12.0000000000000000,12,11,95,549,6.3080980000000002,12.00,0,0,0
24,0,12.0000000000000000,15,3,95,326,5.7868969999999997,12.00,0,0,0
26,0,12.0000000000000000,12,8,103,875,6.7742240000000002,12.00,1,1,0
25,0,12.0000000000000000,12,7,116,639,6.4599050000000000,12.00,1,0,0
29,0,12.0000000000000000,14,9,95,504,6.2225760000000001,12.00,1,1,1
25,0,12.0000000000000000,17,2,101,313,5.7462030000000004,12.00,1,1,1
28,0,9.9399999999999995,16,6,120,721,6.5806389999999997,18.00,1,0,0
27,0,8.0000000000000000,12,9,102,785,6.6656839999999997,8.00,1,0,0
34,0,8.0000000000000000,12,16,105,546,6.3026190000000000,12.00,1,0,0
25,0,8.0000000000000000,12,7,103,828,6.7190130000000003,8.00,1,0,0
25,0,10.0000000000000000,12,7,94,159,5.0689039999999999,10.00,1,0,0
28,0,10.0000000000000000,13,9,102,721,6.5806389999999997,12.00,1,0,0
25,0,12.0000000000000000,16,3,112,553,6.3153579999999998,16.00,1,1,0
26,0,7.0000000000000000,14,6,101,542,6.2952659999999998,6.00,1,1,1
24,0,12.0000000000000000,16,2,121,509,6.2324479999999998,12.00,1,0,0
24,0,12.0000000000000000,16,2,105,385,5.9532429999999996,12.00,1,0,0
32,0,10.0000000000000000,12,14,96,1442,7.2737869999999996,8.00,0,1,0
32,0,14.0000000000000000,16,10,128,879,6.7787850000000001,14.00,0,1,0
28,0,12.0000000000000000,12,10,110,863,6.7604150000000001,9.00,0,0,0
27,0,11.0000000000000000,12,9,92,740,6.6066500000000001,12.00,0,0,0
34,0,9.9399999999999995,12,16,87,889,6.7900970000000003,10.25,0,0,0
29,0,9.0000000000000000,15,8,126,458,6.1268690000000001,10.00,0,1,0
34,0,9.9399999999999995,12,16,98,450,6.1092480000000000,9.00,1,1,0
34,0,9.9399999999999995,12,16,103,700,6.5510799999999998,10.25,1,1,0
33,0,8.0000000000000000,14,13,122,744,6.6120409999999996,12.00,1,1,0
32,0,12.0000000000000000,16,10,109,889,6.7900970000000003,11.00,1,1,0
32,0,12.0000000000000000,18,8,125,692,6.5395859999999999,12.00,1,1,0
33,0,12.0000000000000000,18,9,119,604,6.4035739999999999,12.00,1,0,0
30,0,9.9399999999999995,18,6,97,625,6.4377519999999997,14.00,1,1,0
33,0,8.0000000000000000,14,13,103,746,6.6147260000000001,12.00,1,1,0
33,0,8.0000000000000000,18,9,95,726,6.5875500000000002,16.00,1,1,0
30,0,8.0000000000000000,12,12,99,560,6.3279370000000004,10.00,1,1,0
26,0,12.0000000000000000,12,8,106,424,6.0497339999999999,10.00,1,0,0
26,0,9.9399999999999995,12,8,117,400,5.9914649999999998,12.00,1,0,0
26,0,12.0000000000000000,14,6,112,250,5.5214610000000004,12.00,1,1,0
26,0,8.0000000000000000,13,7,136,646,6.4707990000000004,12.00,1,1,0
27,0,8.0000000000000000,12,9,110,1000,6.9077549999999999,8.00,1,1,0
28,0,12.0000000000000000,12,10,111,528,6.2690960000000002,13.00,1,0,0
26,0,12.0000000000000000,12,8,115,481,6.1758670000000002,13.00,1,0,0
33,0,6.0000000000000000,12,15,90,850,6.7452360000000002,12.00,1,0,0
30,0,9.9399999999999995,14,10,98,506,6.2265370000000004,10.25,1,0,0
29,0,8.0000000000000000,12,11,106,512,6.2383249999999997,8.00,1,1,0
31,0,11.0000000000000000,12,13,95,240,5.4806390000000000,12.00,1,1,0
28,0,11.0000000000000000,12,10,115,557,6.3225650000000000,12.00,1,1,0
27,0,12.0000000000000000,15,6,106,500,6.2146080000000001,12.00,1,1,0
26,0,9.9399999999999995,16,4,102,372,5.9188939999999999,10.25,1,1,0
25,0,8.0000000000000000,10,9,91,350,5.8579330000000001,8.00,1,0,0
26,0,8.0000000000000000,12,8,114,584,6.3699009999999996,8.00,1,0,0
26,0,10.0000000000000000,13,7,92,515,6.2441670000000000,12.00,1,0,0
29,0,9.9399999999999995,12,11,111,390,5.9661470000000003,10.25,0,0,0
25,0,12.0000000000000000,16,3,111,280,5.6347889999999996,12.00,0,0,0
26,0,9.9399999999999995,12,8,96,300,5.7037829999999996,12.00,0,0,0
27,0,12.0000000000000000,17,4,119,635,6.4536249999999997,13.00,0,0,0
26,0,12.0000000000000000,13,7,85,342,5.8348110000000002,13.00,0,0,0
26,0,12.0000000000000000,16,4,98,505,6.2245580000000000,12.00,0,0,0
24,0,12.0000000000000000,13,5,114,356,5.8749310000000001,12.00,0,0,0
33,0,9.9399999999999995,12,15,79,262,5.5683449999999999,10.25,0,0,0
29,0,16.0000000000000000,13,10,108,740,6.6066500000000001,16.00,0,0,0
29,0,8.0000000000000000,15,8,121,276,5.6204010000000002,12.00,0,0,0
25,0,12.0000000000000000,12,7,117,239,5.4764629999999999,10.25,0,0,0
29,0,4.0000000000000000,12,11,107,350,5.8579330000000001,8.00,0,0,0
29,0,9.9399999999999995,12,11,103,599,6.3952619999999998,10.25,0,0,0
31,0,10.0000000000000000,15,10,105,750,6.6200729999999997,12.00,0,1,0
33,0,12.0000000000000000,16,11,105,692,6.5395859999999999,9.00,0,0,0
34,0,12.0000000000000000,12,16,88,147,4.9904330000000003,14.00,0,0,0
26,0,12.0000000000000000,12,8,96,280,5.6347889999999996,10.00,1,1,0
32,0,9.9399999999999995,18,8,105,769,6.6450909999999999,7.00,1,1,0
26,0,16.0000000000000000,14,6,100,517,6.2480430000000000,14.00,1,0,0
26,0,16.0000000000000000,16,4,116,400,5.9914649999999998,14.00,1,0,0
25,0,12.0000000000000000,12,7,86,375,5.9269259999999999,10.00,1,0,0
31,0,12.0000000000000000,12,13,88,596,6.3902409999999996,10.00,1,0,0
33,0,9.9399999999999995,11,16,97,417,6.0330859999999999,10.25,1,0,0
29,0,9.9399999999999995,16,7,112,338,5.8230459999999997,12.00,1,0,0
26,0,18.0000000000000000,18,2,125,481,6.1758670000000002,14.00,1,0,0
34,0,9.0000000000000000,10,18,84,450,6.1092480000000000,10.25,1,0,0
29,0,14.0000000000000000,16,7,117,769,6.6450909999999999,12.00,1,1,0
26,0,14.0000000000000000,16,4,110,721,6.5806389999999997,12.00,1,1,0
29,0,9.9399999999999995,13,10,104,1000,6.9077549999999999,9.00,1,1,0
30,0,12.0000000000000000,14,10,101,625,6.4377519999999997,12.00,1,1,0
26,0,12.0000000000000000,16,4,99,817,6.7056389999999997,11.00,1,1,0
34,0,8.0000000000000000,12,16,87,377,5.9322450000000000,10.25,1,1,0
33,0,9.9399999999999995,12,15,101,708,6.5624440000000002,10.25,1,1,0
24,0,12.0000000000000000,14,4,117,411,6.0185930000000001,12.00,1,1,0
32,0,9.9399999999999995,13,13,108,1339,7.1996779999999996,10.25,1,1,0
32,1,9.9399999999999995,10,16,86,192,5.2574949999999996,9.00,1,1,0
34,1,10.0000000000000000,16,12,69,924,6.8287120000000003,10.00,1,1,0
26,1,18.0000000000000000,15,5,105,240,5.4806390000000000,16.00,1,1,0
25,0,12.0000000000000000,13,6,104,625,6.4377519999999997,12.00,1,1,0
28,1,9.0000000000000000,12,10,109,503,6.2205899999999996,11.00,1,0,1
28,0,8.0000000000000000,16,6,85,462,6.1355649999999997,8.00,1,1,0
25,0,9.0000000000000000,16,3,114,476,6.1654179999999998,11.00,1,0,0
26,0,8.0000000000000000,15,5,99,500,6.2146080000000001,13.00,1,1,1
34,0,9.9399999999999995,13,15,90,663,6.4967750000000004,10.25,1,0,0
34,0,12.0000000000000000,15,13,119,707,6.5610309999999998,12.00,1,1,0
31,0,9.9399999999999995,16,9,120,928,6.8330320000000002,10.25,1,1,1
27,0,18.0000000000000000,15,6,112,365,5.8998980000000003,12.00,1,1,0
30,0,9.9399999999999995,12,12,97,645,6.4692499999999997,10.25,1,1,0
25,0,14.0000000000000000,18,1,107,462,6.1355649999999997,12.00,1,0,0
33,0,8.0000000000000000,18,9,117,1026,6.9334230000000003,12.00,1,1,0
29,0,16.0000000000000000,18,5,125,375,5.9269259999999999,16.00,1,1,0
34,0,18.0000000000000000,18,10,112,1538,7.3382379999999996,16.00,1,1,0
33,0,18.0000000000000000,18,9,106,923,6.8276289999999999,14.00,1,1,0
26,0,8.0000000000000000,13,7,104,568,6.3421219999999998,12.00,1,1,0
25,0,8.0000000000000000,14,5,89,600,6.3969300000000002,12.00,1,1,0
27,0,17.0000000000000000,15,6,116,721,6.5806389999999997,12.00,1,1,0
27,0,9.9399999999999995,14,7,123,712,6.5680779999999999,8.00,1,1,0
29,0,9.9399999999999995,16,7,118,808,6.6945620000000003,8.00,1,1,0
27,0,8.0000000000000000,11,10,106,925,6.8297939999999997,12.00,1,1,0
26,0,9.9399999999999995,12,8,91,271,5.6021190000000001,10.25,1,1,0
30,0,7.0000000000000000,12,12,103,1200,7.0900770000000000,12.00,1,1,0
33,0,6.0000000000000000,14,13,114,581,6.3647510000000000,8.00,1,1,0
34,1,12.0000000000000000,17,11,105,686,6.5308780000000004,8.00,1,1,0
32,1,12.0000000000000000,18,8,84,1000,6.9077549999999999,8.00,1,1,0
28,1,9.9399999999999995,12,10,89,690,6.5366920000000004,11.00,1,1,0
28,0,12.0000000000000000,12,10,81,500,6.2146080000000001,16.00,1,1,0
33,0,3.0000000000000000,13,14,118,750,6.6200729999999997,12.00,1,1,0
29,0,8.0000000000000000,17,6,91,913,6.8167359999999997,16.00,1,1,1
24,0,12.0000000000000000,16,2,113,577,6.3578419999999998,12.00,1,1,0
26,0,8.0000000000000000,12,8,121,601,6.3985950000000003,12.00,1,1,0
31,0,6.0000000000000000,12,13,102,577,6.3578419999999998,12.00,1,1,0
32,0,9.9399999999999995,12,14,104,677,6.5176710000000000,6.00,1,1,0
27,1,9.0000000000000000,18,3,106,473,6.1590949999999998,10.00,1,1,0
32,0,9.0000000000000000,15,11,108,620,6.4297190000000004,12.00,1,1,0
24,0,12.0000000000000000,16,2,108,378,5.9348939999999999,12.00,1,1,0
25,0,16.0000000000000000,16,3,121,243,5.4930620000000001,13.00,1,1,0
26,0,7.0000000000000000,12,8,87,750,6.6200729999999997,12.00,1,1,0
30,0,12.0000000000000000,18,6,107,441,6.0890449999999996,14.00,1,0,0
29,0,12.0000000000000000,14,9,112,688,6.5337889999999996,14.00,1,1,0
25,0,12.0000000000000000,18,1,116,501,6.2166059999999996,14.00,1,0,0
29,0,12.0000000000000000,12,11,115,400,5.9914649999999998,12.00,1,1,0
26,0,12.0000000000000000,12,8,107,981,6.8885730000000001,12.00,1,1,0
30,0,12.0000000000000000,14,10,117,649,6.4754329999999998,12.00,1,1,1
32,0,9.9399999999999995,12,14,110,625,6.4377519999999997,10.25,1,1,0
28,1,12.0000000000000000,16,6,97,707,6.5610309999999998,11.00,1,1,0
29,0,11.0000000000000000,12,11,96,1043,6.9498559999999996,12.00,1,1,0
27,1,6.0000000000000000,13,8,91,575,6.3543700000000003,6.00,1,1,0
26,1,9.9399999999999995,14,6,97,865,6.7627300000000004,6.00,1,1,0
28,1,12.0000000000000000,12,10,90,713,6.5694809999999997,8.00,1,1,0
27,0,7.0000000000000000,16,5,112,673,6.5117450000000003,8.00,1,1,0
25,0,7.0000000000000000,12,7,97,662,6.4952649999999998,8.00,1,1,0
29,0,11.0000000000000000,14,9,120,543,6.2971089999999998,8.00,1,1,0
25,0,12.0000000000000000,13,6,109,525,6.2633979999999996,12.00,1,1,0
34,1,8.0000000000000000,12,16,99,500,6.2146080000000001,9.00,1,1,0
26,0,5.0000000000000000,10,10,99,240,5.4806390000000000,8.00,1,0,1
33,0,9.9399999999999995,12,15,85,462,6.1355649999999997,10.25,1,1,0
27,1,9.9399999999999995,12,9,97,404,6.0014149999999997,11.00,1,1,0
25,1,9.9399999999999995,12,7,95,450,6.1092480000000000,11.00,1,1,0
28,1,9.9399999999999995,12,10,80,962,6.8690140000000000,6.00,1,1,0
27,0,9.9399999999999995,14,7,126,750,6.6200729999999997,8.00,1,1,0
34,0,8.0000000000000000,17,11,109,692,6.5395859999999999,12.00,1,0,0
29,1,9.9399999999999995,11,12,86,710,6.5652650000000001,11.00,1,1,0
27,0,12.0000000000000000,12,9,112,833,6.7250340000000000,12.00,1,1,0
26,0,12.0000000000000000,12,8,98,308,5.7301000000000002,12.00,1,1,0
29,0,12.0000000000000000,16,7,119,625,6.4377519999999997,12.00,1,1,0
25,0,12.0000000000000000,16,3,102,673,6.5117450000000003,12.00,1,1,0
33,0,12.0000000000000000,17,10,128,400,5.9914649999999998,10.00,1,1,0
34,0,12.0000000000000000,9,19,82,518,6.2499750000000001,10.25,1,0,0
33,0,12.0000000000000000,17,10,113,409,6.0137150000000004,12.00,1,1,1
34,0,5.0000000000000000,18,10,105,559,6.3261490000000000,9.00,1,1,0
27,0,18.0000000000000000,17,4,124,1026,6.9334230000000003,18.00,1,1,0
24,0,13.0000000000000000,14,4,94,1202,7.0917420000000000,13.00,1,1,0
25,0,9.9399999999999995,17,2,117,329,5.7960580000000004,12.00,1,0,0
27,0,14.0000000000000000,18,3,116,481,6.1758670000000002,14.00,1,1,0
34,0,12.0000000000000000,16,12,112,1282,7.1561769999999996,12.00,1,1,0
27,0,9.0000000000000000,18,3,105,444,6.0958249999999996,9.00,1,1,0
28,1,9.9399999999999995,16,6,87,481,6.1758670000000002,9.00,1,1,0
24,1,16.0000000000000000,12,6,108,467,6.1463289999999997,12.00,1,1,0
27,0,12.0000000000000000,15,6,89,286,5.6559920000000004,12.00,1,1,0
33,0,12.0000000000000000,18,9,119,577,6.3578419999999998,12.00,1,1,0
29,0,12.0000000000000000,14,9,97,721,6.5806389999999997,12.00,1,1,0
25,0,6.0000000000000000,12,7,89,462,6.1355649999999997,8.00,1,1,0
24,0,6.0000000000000000,12,6,131,200,5.2983169999999999,12.00,1,1,0
28,0,16.0000000000000000,16,6,85,769,6.6450909999999999,16.00,1,1,1
27,0,16.0000000000000000,17,4,132,775,6.6528630000000000,16.00,1,1,0
24,0,16.0000000000000000,16,2,114,641,6.4630289999999997,16.00,1,1,0
33,0,14.0000000000000000,14,13,98,1055,6.9612959999999999,10.00,1,1,0
31,0,14.0000000000000000,16,9,110,676,6.5161930000000003,12.00,1,1,0
28,0,9.9399999999999995,12,10,124,691,6.5381400000000003,10.25,1,1,0
30,0,14.0000000000000000,17,7,118,962,6.8690140000000000,12.00,1,1,0
28,0,14.0000000000000000,13,9,90,400,5.9914649999999998,12.00,1,1,0
27,0,14.0000000000000000,16,5,108,673,6.5117450000000003,12.00,1,1,0
34,1,10.0000000000000000,18,10,112,1442,7.2737869999999996,11.00,1,1,0
32,0,16.0000000000000000,18,8,100,529,6.2709880000000000,10.00,1,1,0
27,1,9.0000000000000000,14,7,84,700,6.5510799999999998,11.00,1,1,0
25,0,8.0000000000000000,18,1,97,494,6.2025360000000003,10.00,1,1,0
24,0,12.0000000000000000,12,6,113,500,6.2146080000000001,8.00,1,1,0
28,1,9.0000000000000000,13,9,105,717,6.5750760000000001,12.00,1,1,0
29,1,9.0000000000000000,12,11,88,575,6.3543700000000003,10.00,1,1,0
25,1,9.0000000000000000,12,7,74,350,5.8579330000000001,10.00,1,1,0
29,0,12.0000000000000000,16,7,115,643,6.4661450000000000,12.00,1,1,0
28,0,12.0000000000000000,15,7,91,679,6.5206210000000002,12.00,1,1,0
27,0,12.0000000000000000,12,9,103,534,6.2803959999999996,9.00,1,1,0
31,0,12.0000000000000000,16,9,102,524,6.2614919999999996,10.00,1,1,0
28,0,10.0000000000000000,16,6,98,667,6.5027900000000001,10.00,1,1,1
27,0,9.0000000000000000,18,3,82,311,5.7397929999999997,12.00,1,1,0
31,0,10.0000000000000000,14,11,112,660,6.4922399999999998,12.00,1,1,0
31,0,8.0000000000000000,16,9,108,692,6.5395859999999999,9.00,1,1,0
28,0,9.9399999999999995,15,7,90,577,6.3578419999999998,7.00,1,1,0
27,0,5.0000000000000000,16,5,111,292,5.6767539999999999,8.00,1,1,1
26,0,8.0000000000000000,13,7,96,750,6.6200729999999997,11.00,1,1,0
33,0,16.0000000000000000,16,11,127,1202,7.0917420000000000,16.00,1,1,0
33,0,9.9399999999999995,15,12,97,1603,7.3796320000000000,8.00,1,1,1
32,0,9.9399999999999995,14,12,120,769,6.6450909999999999,12.00,1,1,1
31,0,14.0000000000000000,16,9,101,513,6.2402759999999997,16.00,1,1,0
31,0,9.9399999999999995,12,13,100,805,6.6908420000000000,8.00,1,1,0
34,0,8.0000000000000000,17,11,99,962,6.8690140000000000,8.00,1,1,0
25,0,16.0000000000000000,12,7,104,675,6.5147130000000004,16.00,1,1,0
24,0,8.0000000000000000,13,5,116,398,5.9864519999999999,8.00,1,1,0
33,0,12.0000000000000000,14,13,120,855,6.7511010000000002,12.00,1,1,0
25,1,9.9399999999999995,11,8,95,693,6.5410300000000001,9.00,1,1,0
27,1,10.0000000000000000,13,8,99,345,5.8435439999999996,8.00,1,1,0
27,1,9.9399999999999995,12,9,68,561,6.3297210000000002,10.25,1,1,0
29,0,16.0000000000000000,16,7,122,469,6.1506030000000003,16.00,1,1,1
26,0,12.0000000000000000,16,4,106,300,5.7037829999999996,12.00,1,1,0
25,0,12.0000000000000000,18,1,101,673,6.5117450000000003,9.00,1,1,0
33,0,8.0000000000000000,16,11,104,808,6.6945620000000003,6.00,1,1,0
29,0,11.0000000000000000,13,10,99,727,6.5889259999999998,12.00,1,1,0
29,0,12.0000000000000000,12,11,101,1425,7.2619270000000000,12.00,1,1,0
28,0,11.0000000000000000,12,10,110,761,6.6346340000000001,5.00,1,1,0
26,0,11.0000000000000000,12,8,94,600,6.3969300000000002,5.00,1,1,0
32,0,12.0000000000000000,16,10,111,1111,7.0130160000000004,15.00,1,1,0
33,0,13.0000000000000000,16,11,120,763,6.6372580000000001,17.00,1,1,0
32,0,8.0000000000000000,12,14,108,650,6.4769730000000001,8.00,1,1,0
27,0,16.0000000000000000,14,7,111,1155,7.0518559999999999,16.00,1,1,0
29,0,11.0000000000000000,12,11,103,555,6.3189679999999999,11.00,1,1,0
31,0,9.9399999999999995,11,14,97,800,6.6846120000000004,10.25,1,1,0
26,0,10.0000000000000000,11,9,97,1000,6.9077549999999999,11.00,1,1,0
31,0,13.0000000000000000,12,13,106,864,6.7615730000000003,11.00,1,1,0
32,0,9.9399999999999995,13,13,109,613,6.4183649999999997,6.00,1,1,0
30,1,9.9399999999999995,13,11,96,707,6.5610309999999998,10.25,1,1,0
26,1,10.0000000000000000,13,7,79,818,6.7068620000000001,10.00,1,1,0
25,1,10.0000000000000000,10,9,62,300,5.7037829999999996,12.00,1,1,0
30,0,9.0000000000000000,16,8,110,702,6.5539339999999999,9.00,1,1,0
34,0,9.9399999999999995,16,12,117,1322,7.1869009999999998,12.00,1,1,0
27,1,9.9399999999999995,12,9,72,380,5.9401710000000003,12.00,1,1,0
26,1,9.9399999999999995,11,9,83,400,5.9914649999999998,10.25,1,1,0
25,1,9.9399999999999995,11,8,99,498,6.2106000000000003,10.25,1,1,0
33,1,9.9399999999999995,10,17,72,663,6.4967750000000004,11.00,1,1,0
33,1,8.0000000000000000,10,17,88,600,6.3969300000000002,11.00,1,1,0
32,0,16.0000000000000000,18,8,123,1034,6.9411899999999997,12.00,1,0,1
25,0,12.0000000000000000,14,5,91,1079,6.9837899999999999,12.00,1,1,0
24,0,12.0000000000000000,18,0,98,400,5.9914649999999998,12.00,1,1,1
33,0,13.0000000000000000,16,11,119,641,6.4630289999999997,12.00,1,1,0
32,0,9.9399999999999995,12,14,87,620,6.4297190000000004,8.00,1,1,0
30,0,12.0000000000000000,17,7,121,481,6.1758670000000002,11.00,1,1,0
26,0,8.0000000000000000,12,8,112,545,6.3007860000000004,12.00,1,1,0
26,0,12.0000000000000000,14,6,113,786,6.6669570000000000,12.00,1,1,0
25,0,12.0000000000000000,18,1,125,485,6.1841489999999997,12.00,1,1,0
34,0,11.0000000000000000,14,14,121,722,6.5820249999999998,11.00,1,1,0
28,0,12.0000000000000000,15,7,128,695,6.5439119999999997,12.00,1,1,0
32,0,15.0000000000000000,15,11,103,793,6.6758230000000003,12.00,1,1,0
33,0,18.0000000000000000,16,11,99,1923,7.5616420000000000,16.00,1,1,1
33,0,12.0000000000000000,15,12,101,793,6.6758230000000003,12.00,1,1,0
28,0,9.9399999999999995,15,7,117,900,6.8023949999999997,10.25,1,1,0
32,0,8.0000000000000000,14,12,109,654,6.4831079999999996,8.00,1,1,0
27,0,12.0000000000000000,12,9,73,513,6.2402759999999997,12.00,1,1,0
29,0,9.9399999999999995,14,9,88,384,5.9506430000000003,12.00,1,1,0
27,0,16.0000000000000000,16,5,116,500,6.2146080000000001,16.00,1,0,1
25,0,12.0000000000000000,15,4,137,601,6.3985950000000003,11.00,1,1,0
27,0,12.0000000000000000,12,9,105,438,6.0822190000000003,12.00,1,1,0
25,0,12.0000000000000000,12,7,98,500,6.2146080000000001,12.00,1,1,0
33,0,9.9399999999999995,18,9,122,1264,7.1420360000000001,18.00,1,1,0
26,0,12.0000000000000000,14,6,104,747,6.6160649999999999,14.00,1,1,1
27,0,12.0000000000000000,14,7,78,513,6.2402759999999997,12.00,1,1,0
33,0,9.9399999999999995,12,15,104,700,6.5510799999999998,10.25,1,1,1
29,0,14.0000000000000000,16,7,93,672,6.5102580000000003,12.00,1,1,0
30,0,9.9399999999999995,17,7,87,983,6.8906090000000004,10.25,1,1,0
29,0,12.0000000000000000,13,10,101,220,5.3936279999999996,12.00,1,0,0
33,0,12.0000000000000000,18,9,134,1202,7.0917420000000000,12.00,1,1,0
30,0,12.0000000000000000,12,12,85,667,6.5027900000000001,12.00,1,0,0
25,0,12.0000000000000000,15,4,104,444,6.0958249999999996,12.00,1,1,0
25,0,10.0000000000000000,12,7,104,543,6.2971089999999998,12.00,1,1,0
31,0,9.9399999999999995,12,13,107,797,6.6808550000000002,10.25,1,0,0
27,0,12.0000000000000000,12,9,93,500,6.2146080000000001,8.00,1,1,0
